tour,year,official_tournament_id,group_name,level,title,surface,in_outdoor,city,country,singles_draw_size,doubles_draw_size,prize_money,start_date,end_date,singles_champion
wta,2015,4139,EL KANTAOUI 29,ITF,"ITF $10,000 - EL KANTAOUI 29, TUNISIA",Clay,O,,TUNISIA,32,16,10000,2015-11-16,2015-11-22,Ema Burgic
wta,2015,4140,GULBARGA 2,ITF,"ITF $10,000 - GULBARGA 2, INDIA",Hard,O,,INDIA,32,16,10000,2015-11-23,2015-11-29,Prerna Bhambri
wta,2015,4141,TEL AVIV 4,ITF,"ITF $10,000 - TEL AVIV 4, ISRAEL",Hard,O,,ISRAEL,32,16,10000,2015-11-23,2015-11-29,Barbora Stefkova
wta,2015,4142,EL KANTAOUI 30,ITF,"ITF $10,000 - EL KANTAOUI 30, TUNISIA",Hard,O,,TUNISIA,32,16,10000,2015-11-23,2015-11-29,Isabella Shinikova
wta,2015,4143,TEL AVIV 5,ITF,"ITF $10,000 - TEL AVIV 5, ISRAEL",Clay,O,,ISRAEL,32,16,10000,2015-11-30,2015-12-06,Deniz Khazaniuk
wta,2015,4144,EL KANTAOUI 31,ITF,"ITF $10,000 - EL KANTAOUI 31, TUNISIA",Hard,O,,TUNISIA,32,16,10000,2015-11-30,2015-12-06,Isabella Shinikova
wta,2015,4145,EL KANTAOUI 32,ITF,"ITF $10,000 - EL KANTAOUI 32, TUNISIA",Hard,O,,TUNISIA,32,16,10000,2015-12-07,2015-12-13,Isabella Shinikova
wta,2015,4146,EL KANTAOUI 33,ITF,"ITF $10,000 - EL KANTAOUI 33, TUNISIA",Hard,O,,TUNISIA,32,16,10000,2015-12-14,2015-12-20,Marta Paigina
wta,2015,4147,HONG KONG 6,ITF,"ITF $10,000 - HONG KONG 6, HONG-KONG, CHINA",Hard,O,,"HONG-KONG, CHINA",32,16,10000,2015-12-14,2015-12-20,Haruka Kaji
wta,2015,4148,BANGKOK 12,ITF,"ITF $25,000 - BANGKOK 12, THAILAND",Hard,O,,THAILAND,32,16,25000,2015-12-14,2015-12-20,Kaia Kanepi
wta,2015,4149,BANGKOK 13,ITF,"ITF $25,000 - BANGKOK 13, THAILAND",Hard,O,,THAILAND,32,16,25000,2015-12-21,2015-12-27,Na Lae Han
wta,2015,4150,HONG KONG 7,ITF,"ITF $10,000 - HONG KONG 7, HONG-KONG, CHINA",Hard,O,,"HONG-KONG, CHINA",32,16,10000,2015-12-21,2015-12-27,Emma Laine
wta,2015,5011,FED CUP WEEK 1,ITF,"FED CUP WORLD GROUP WEEK 1 - STUTTGART, GERMANY",Hard,I,,GERMANY,8,2,0,2015-02-07,2015-02-08,
wta,2015,5012,BJK CUP QUALIFIERS,ITF,"FED CUP WORLD GROUP WEEK 1 - KRAKOW, POLAND",Hard,I,,POLAND,6,2,0,2015-02-07,2015-02-08,
wta,2015,5013,BJK CUP QUALIFIERS,ITF,"FED CUP WORLD GROUP WEEK 1 - QUEBEC CITY, CANADA",Hard,I,,CANADA,6,2,0,2015-02-07,2015-02-08,
wta,2015,5014,BJK CUP QUALIFIERS,ITF,"FED CUP WORLD GROUP WEEK 1 - GENOA, ITALY",Clay,I,,ITALY,8,2,0,2015-02-07,2015-02-08,
wta,2015,5015,BJK CUP QUALIFIERS,ITF,"FED CUP WORLD GROUP II WEEK 1 - APELDOORN, NETHERLANDS",Clay,I,,NETHERLANDS,8,2,0,2015-02-07,2015-02-08,
wta,2015,5016,BJK CUP QUALIFIERS,ITF,"FED CUP WORLD GROUP II WEEK 1 - GALATI, ROMANIA",Hard,I,,ROMANIA,8,2,0,2015-02-07,2015-02-08,
wta,2015,5017,BJK CUP QUALIFIERS,ITF,"FED CUP WORLD GROUP II WEEK 1 - HELSINGBORG, SWEDEN",Hard,I,,SWEDEN,6,2,0,2015-02-07,2015-02-08,
wta,2015,5018,BJK CUP QUALIFIERS,ITF,"FED CUP WORLD GROUP II WEEK 1 - BUENOS AIRES, ARGENTINA",Clay,O,,ARGENTINA,8,2,0,2015-02-07,2015-02-08,
wta,2015,5019,BJK CUP QUALIFIERS,ITF,"FED CUP WORLD GROUP 1 WK2- OSTRAVA, CZECH REPUBLIC",Hard,I,,CZECH REPUBLIC,6,2,0,2015-04-18,2015-04-19,
wta,2015,5020,BJK CUP FINALS - GROUP C,ITF,"FED CUP WORLD GROUP 1 WK2- SOCHI, RUSSIA",Clay,I,,RUSSIA,8,2,0,2015-04-18,2015-04-19,
wta,2015,5021,BJK CUP-R1,ITF,"FED CUP WORLD GROUP (PLAYOFFS) WK2 - BRINDISI, ITALY",Clay,O,,ITALY,8,2,0,2015-04-18,2015-04-19,
wta,2015,5022,BJK CUP-R1,ITF,"FED CUP WORLD GROUP (PLAYOFFS) WK2 - MONTREAL, CANADA",Hard,I,,CANADA,8,0,0,2015-04-18,2015-04-19,
wta,2015,5023,BILLIE JEAN KING CUP PLAYOFFS,ITF,"FED CUP WORLD GROUP (PLAYOFFS) WK2 - 's-HERTOGENBOSCH, NETHERLANDS",Clay,I,,NETHERLANDS,8,2,0,2015-04-18,2015-04-19,
wta,2015,5024,BILLIE JEAN KING CUP PLAYOFFS,ITF,"FED CUP WORLD GROUP (PLAYOFFS) WK2 - ZIELONA GORA, POLAND",Hard,I,,POLAND,8,2,0,2015-04-18,2015-04-19,
wta,2015,5025,BJK CUP FINALS - GROUP A,ITF,"FED CUP WORLD GROUP FINAL - PRAGUE, CZECH REPUBLIC",Hard,I,,CZECH REPUBLIC,8,2,0,2015-11-13,2015-11-15,
wta,2016,27,CHARLOTTESVILLE,ITF,"ITF/USTA $50,000 - CHARLOTTESVILLE, VIRGINIA",Clay,O,,USA,32,16,50000,2016-04-25,2016-05-01,Taylor Townsend
wta,2016,28,SZEGED,ITF,"ITF/TENNIS EUROPE $50,000 - SZEGED, HUNGARY",Clay,O,,HUNGARY,32,16,50000,2016-06-13,2016-06-19,Viktoria Tomova-Traycheva
wta,2016,35,LAS PALMAS DE GRAN CANARIA,ITF,"ITF/TENNIS EUROPE $10,000 - LAS PALMAS DE GRAN CANARIA, SPAIN",Clay,O,,SPAIN,32,16,10000,2016-08-08,2016-08-14,Samantha Harris
wta,2016,39,GRENOBLE,ITF,"ITF/TENNIS EUROPE $25,000 - GRENOBLE, FRANCE",Hard,I,,FRANCE,32,16,25000,2016-02-01,2016-02-07,Myrtille Georges
wta,2016,49,ZAWADA (OPOLE),ITF,"ITF/TENNIS EUROPE $25,000 - ZAWADA (OPOLE), POLAND",Carpet,I,,POLAND,32,16,25000,2016-11-14,2016-11-20,Quirine Lemoine
wta,2016,51,CAIRNS,ITF,"ITF $25,000 - CAIRNS, AUSTRALIA",Hard,O,,AUSTRALIA,32,16,25000,2016-10-10,2016-10-16,Olivia Rogowska
wta,2016,55,SAO JOSE DOS CAMPOS,ITF,"ITF $10,000 - SAO JOSE DOS CAMPOS, BRAZIL",Clay,O,,BRAZIL,32,16,10000,2016-03-28,2016-04-03,Nadia Podoroska
wta,2016,56,PETANGE,ITF,"ITF/TENNIS EUROPE $10,000 - PETANGE, LUXEMBOURG",Hard,I,,LUXEMBOURG,32,16,10000,2016-09-12,2016-09-18,Elixane Lechemia
wta,2016,58,ALPHEN A/D RIJN,ITF,"ITF/TENNIS EUROPE $10,000 - ALPHEN A/D RIJN, NETHERLANDS",Clay,O,,NETHERLANDS,32,16,10000,2016-09-05,2016-09-11,Chayenne Ewijk
wta,2016,72,ANKARA,ITF,"ITF/TENNIS EUROPE $50,000 - ANKARA, TURKEY",Hard,I,,TURKEY,32,16,50000,2016-12-19,2016-12-25,Ivana Jorovic
wta,2016,77,DOTHAN,ITF,"ITF/USTA $50,000 - DOTHAN, ALABAMA",Clay,O,,USA,32,16,50000,2016-04-18,2016-04-24,Rebecca Peterson
wta,2016,78,PUNE,ITF,"ITF $10,000 - PUNE, INDIA",Hard,O,,INDIA,32,16,10000,2016-10-24,2016-10-30,Sowjanya Bavisetti
wta,2016,89,ANTALYA 3,ITF,"ITF/TENNIS EUROPE $10,000 - ANTALYA 3, TURKEY",Clay,O,,TURKEY,32,16,10000,2016-01-18,2016-01-24,Lina Gjorcheska
wta,2016,103,HELSINKI,ITF,"ITF/TENNIS EUROPE $10,000 - HELSINKI, FINLAND",Hard,I,,FINLAND,32,16,10000,2016-11-14,2016-11-20,Karen Barritza
wta,2016,104,DANDERYD,ITF,"ITF/TENNIS EUROPE $10,000 - STOCKHOLM 2, SWEDEN",Hard,I,,SWEDEN,32,16,10000,2016-10-31,2016-11-06,Isabella Shinikova
wta,2016,110,DENAIN,ITF,"ITF/TENNIS EUROPE $25,000 - DENAIN, FRANCE",Clay,O,,FRANCE,32,16,25000,2016-06-27,2016-07-03,Nadia Podoroska
wta,2016,111,CANBERRA,ITF,"ITF $25,000 - CANBERRA, AUSTRALIA",Clay,O,,AUSTRALIA,32,16,25000,2016-03-14,2016-03-20,Eri Hozumi
wta,2016,120,CASERTA,ITF,"ITF/TENNIS EUROPE $25,000 - CASERTA, ITALY",Clay,O,,ITALY,32,16,25000,2016-05-16,2016-05-22,Isabella Shinikova
wta,2016,139,MEXICO CITY,ITF,"ITF $10,000 - MEXICO CITY , MEXICO",Hard,O,,MEXICO,32,16,10000,2016-10-03,2016-10-09,Emina Bektas
wta,2016,141,MILDURA,ITF,"ITF $25,000 - MILDURA, AUSTRALIA",Grass,O,,AUSTRALIA,32,16,25000,2016-02-29,2016-03-06,Anastasia Pivovarova
wta,2016,143,LEON,ITF,"ITF $10,000 - LEON, MEXICO",Hard,O,,MEXICO,32,16,10000,2016-03-28,2016-04-03,Renata Zarazua
wta,2016,144,SEZZE,ITF,"ITF/TENNIS EUROPE $10,000 - SEZZE, ITALY",Clay,O,,ITALY,32,16,10000,2016-08-15,2016-08-29,Maria Marfutina
wta,2016,145,STUTTGART-VAIHINGEN,ITF,"ITF/TENNIS EUROPE $25,000 - STUTTGART-VAIHINGEN, GERMANY",Clay,O,,GERMANY,32,16,25000,2016-06-27,2016-07-03,Lina Gjorcheska
wta,2016,151,HECHINGEN,ITF,"ITF/TENNIS EUROPE $25,000 - HECHINGEN, GERMANY",Clay,O,,GERMANY,32,16,25000,2016-08-08,2016-08-14,Dalila Jakupovic
wta,2016,153,LISBON,ITF,"ITF/TENNIS EUROPE $10,000 - LISBON, PORTUGAL",Hard,O,,PORTUGAL,32,16,10000,2016-07-04,2016-07-10,Maria Jose Luque Moreno
wta,2016,155,BOL,ITF,"ITF/TENNIS EUROPE $10,000 - BOL, CROATIA",Clay,O,,CROATIA,32,16,10000,2016-05-02,2016-05-08,Magdalena Pantuckova
wta,2016,159,VALENCIA 2,ITF,"ITF/TENNIS EUROPE $25,000 - VALENCIA, SPAIN",Clay,O,,SPAIN,32,16,25000,2016-11-21,2016-11-27,Jasmine Paolini
wta,2016,160,SANTIAGO,ITF,"ITF $10,000 - SANTIAGO, CHILE",Clay,O,,CHILE,32,16,10000,2016-11-21,2016-11-27,Paula Cristina Goncalves
wta,2016,162,KOKSIJDE,ITF,"ITF/TENNIS EUROPE $25,000 - KOKSIJDE, BELGIUM",Clay,O,,BELGIUM,32,16,25000,2016-08-08,2016-08-14,Richel Hogenkamp
wta,2016,165,MEDELLIN,ITF,"ITF $10,000 - MEDELLIN, COLOMBIA",Clay,O,,COLOMBIA,32,16,10000,2016-08-15,2016-08-21,Harmony Tan
wta,2016,167,EASTBOURNE,ITF,"ITF/TENNIS EUROPE $50,000 - EASTBOURNE, GREAT BRITAIN",Grass,O,,GREAT BRITAIN,32,16,50000,2016-05-30,2016-06-05,Alison Riske-Amritraj
wta,2016,174,BUENOS AIRES,ITF,"ITF $10,000 - BUENOS AIRES, ARGENTINA",Clay,O,,ARGENTINA,32,16,10000,2016-06-06,2016-06-12,Victoria Bosio
wta,2016,175,DARMSTADT,ITF,"ITF/TENNIS EUROPE $25,000 - DARMSTADT, GERMANY",Clay,O,,GERMANY,32,16,25000,2016-07-18,2016-07-24,Tamara Korpatsch
wta,2016,185,KYOTO,ITF,"ITF $10,000 - KYOTO, JAPAN",Hard,I,,JAPAN,32,16,10000,2016-09-05,2016-09-11,Miki Miyamura
wta,2016,189,CASTELLON,ITF,"ITF/TENNIS EUROPE $10,000 - CASTELLON, SPAIN",Clay,O,,SPAIN,32,16,10000,2016-11-28,2016-12-04,Isabelle Wallace
wta,2016,195,ASHKELON,ITF,"ITF $10,000 - ASHKELON, ISRAEL",Hard,O,,ISRAEL,32,16,10000,2016-09-12,2016-09-18,Jennifer Zerbone
wta,2016,196,RAMAT HASHARON,ITF,"ITF $10,000 - RAMAT HASHARON, ISRAEL",Hard,O,,ISRAEL,32,16,10000,2016-10-03,2016-10-09,Marta Paigina
wta,2016,210,GUARUJA,ITF,"ITF $25,000 - GUARUJA, BRAZIL",Hard,O,,BRAZIL,32,16,25000,2016-01-18,2016-01-24,Montserrat Gonzalez
wta,2016,217,ORTISEI,ITF,"ITF/TENNIS EUROPE $10,000 - ORTISEI, ITALY",Hard,I,,ITALY,32,16,10000,2016-12-05,2016-12-11,Laura Ioana Paar
wta,2016,219,EVANSVILLE,ITF,"ITF/USTA $10,000 - EVANSVILLE, IN, USA",Hard,O,,USA,32,16,10000,2016-07-18,2016-07-24,Kennedy Shaffer
wta,2016,225,REBECQ,ITF,"ITF/TENNIS EUROPE $10,000 - REBECQ, BELGIUM",Clay,O,,BELGIUM,32,16,10000,2016-08-01,2016-08-07,Helene Scholsen
wta,2016,232,MIDLAND,ITF,"ITF/USTA $100,000 - MIDLAND, MICHIGAN",Hard,I,,UNITED STATES,32,16,100000,2016-02-01,2016-02-07,Naomi Broady
wta,2016,235,AMIENS,ITF,"ITF/TENNIS EUROPE $10,000 - AMIENS, FRANCE",Clay,I,,FRANCE,32,16,10000,2016-03-07,2016-03-13,Laura Schaeder
wta,2016,241,SAO PAULO,ITF,"ITF $25,000 - SAO PAULO, BRAZIL",Clay,O,,BRAZIL,32,16,25000,2016-02-22,2016-02-28,Sara Sorribes Tormo
wta,2016,251,PONTA DELGADA (AZORES),ITF,"ITF/TENNIS EUROPE $10,000 - PONTA DELGADA (AZORES), PORTUGAL",Hard,O,,PORTUGAL,32,16,10000,2016-09-05,2016-09-11,Alba Carrillo Marin
wta,2016,256,LENZERHEIDE,ITF,"ITF/TENNIS EUROPE $25,000 - LENZERHEIDE, SWITZERLAND",Clay,O,,SWITZERLAND,32,16,25000,2016-06-20,2016-06-26,Tamara Korpatsch
wta,2016,261,EL PASO,ITF,"ITF/USTA $25,000 - EL PASO, TEXAS",Hard,O,,USA,32,16,25000,2016-06-27,2016-07-03,Jamie Loeb
wta,2016,264,GLASGOW,ITF,"ITF/TENNIS EUROPE $10,000 - GLASGOW, GREAT BRITAIN",Hard,I,,GREAT BRITIAN,32,16,10000,2016-02-01,2016-02-07,Anna Zaja
wta,2016,272,LAS VEGAS,ITF,"ITF/USTA $50,000 - LAS VEGAS, NEVADA",Hard,O,,USA,32,16,50000,2016-09-26,2016-10-02,Alison Van Uytvanck
wta,2016,281,JAKARTA,ITF,"ITF $10,000 - JAKARTA, INDONESIA",Hard,O,,INDONESIA,32,16,10000,2016-10-10,2016-10-16,Stefanie Tan
wta,2016,290,NASHVILLE,ITF,"ITF/USTA $25,000 - NASHVILLE, TN, USA",Hard,I,,USA,32,16,25000,2016-11-21,2016-11-27,Gabriela Dabrowski
wta,2016,300,LUXEMBOURG,International,"BGL BNP Paribas Luxembourg Open - Luxembourg, Luxembourg",Hard,I,LUXEMBOURG,LUXEMBOURG,32,16,226750,2016-10-17,2016-10-22,Monica Niculescu
wta,2016,330,FUKUOKA,ITF,"ITF $50,000 - FUKUOKA, JAPAN",Grass,O,,JAPAN,32,16,50000,2016-05-09,2016-05-15,Ksenia Lykina
wta,2016,334,LA PAZ,ITF,"ITF $10,000 - LA PAZ, BOLIVIA",Clay,O,,BOLIVIA,32,16,10000,2016-12-05,2016-12-11,Victoria Rodriguez
wta,2016,348,BRATISLAVA,ITF,"ITF/TENNIS EUROPE $25,000 - BRATISLAVA, SLOVAKIA",Hard,I,,SLOVAKIA,32,16,25000,2016-11-07,2016-11-13,Andreea Mitu
wta,2016,356,ISTANBUL,ITF,"ITF/TENNIS EUROPE $50,000 - ISTANBUL, TURKEY",Hard,O,,TURKEY,32,16,50000,2016-04-11,2016-04-17,Barbora Stefkova
wta,2016,368,TEL AVIV,ITF,"ITF $10,000 - TEL AVIV, ISRAEL",Hard,O,,ISRAEL,32,16,10000,2016-05-16,2016-05-22,Polina Monova
wta,2016,372,LE HAVRE,ITF,"ITF/TENNIS EUROPE $10,000 - LE HAVRE, FRANCE",Clay,I,,FRANCE,32,16,10000,2016-03-21,2016-03-27,Martina Di Giuseppe
wta,2016,376,WACO,ITF,"ITF/USTA $50,000 - WACO, TEXAS",Hard,O,,USA,32,16,50000,2016-11-07,2016-11-13,Beatriz Haddad Maia
wta,2016,381,TORINO,ITF,"ITF/TENNIS EUROPE $25,000 - TORINO, ITALY",Clay,O,,ITALY,32,16,25000,2016-07-04,2016-07-10,Dalila Jakupovic
wta,2016,391,CAGNES-SUR-MER,ITF,"ITF/TENNIS EUROPE $100,000 - CAGNES-SUR-MER, FRANCE",Clay,O,,FRANCE,32,16,100000,2016-05-02,2016-05-08,Magda Linette
wta,2016,394,TARAKAN,ITF,"ITF $10,000 - TARAKAN, INDONESIA",Hard,I,,INDONESIA,32,16,10000,2016-10-03,2016-10-09,Kaitlyn Christian
wta,2016,405,OSAKA,International,HASHIMOTO SOGYO JAPAN WOMEN'S OPEN TENNIS - Tokyo,Hard,O,TOKYO,JAPAN,32,16,226750,2016-09-12,2016-09-18,Christina Mchale
wta,2016,406,STRASBOURG,International,"Internationaux de Strasbourg - Strasbourg, France",Clay,O,STRASBOURG,FRANCE,32,16,226750,2016-05-15,2016-05-21,Caroline Garcia
wta,2016,457,BAD SAULGAU,ITF,"ITF/TENNIS EUROPE $25,000 - BAD SAULGAU, GERMANY",Clay,O,,GERMANY,32,16,25000,2016-08-01,2016-08-07,Tamara Korpatsch
wta,2016,480,BENDIGO,ITF,"ITF $50,000 - BENDIGO - AUSTRALIA",Hard,O,,AUSTRALIA,32,16,50000,2016-10-24,2016-10-30,Risa Ozaki
wta,2016,484,PERTH,ITF,"ITF $25,000 - PERTH, AUSTRALIA",Hard,O,,AUSTRALIA,32,16,25000,2016-02-08,2016-02-14,Jaimee Fourlis
wta,2016,486,GETXO,ITF,"ITF/TENNIS EUROPE $10,000 - GETXO, SPAIN",Clay,O,,SPAIN,32,16,10000,2016-07-04,2016-07-10,Jessika Ponchet
wta,2016,493,BARCELONA,ITF,"ITF/TENNIS EUROPE $25,000 - BARCELONA, SPAIN",Clay,O,,SPAIN,32,16,25000,2016-08-29,2016-09-04,Oceane Dodin
wta,2016,495,NAPLES,ITF,"ITF/USTA $25,000 - NAPLES, FLORIDA",Clay,O,,USA,32,16,25000,2016-03-21,2016-03-27,Barbara Haas
wta,2016,528,LINZ,International,"Generali Ladies Linz - Linz, Austria",Hard,I,LINZ,AUSTRIA,32,16,226750,2016-10-10,2016-10-16,Dominika Cibulkova
wta,2016,541,BASTAD,ITF,"ITF/TENNIS EUROPE $10,000 - BASTAD, SWEDEN",Clay,O,,SWEDEN,32,16,10000,2016-05-16,2016-05-22,Patty Schnyder
wta,2016,566,PORT PIRIE,ITF,"ITF $25,000 - PORT PIRIE, AUSTRALIA",Hard,O,,AUSTRALIA,32,16,25000,2016-02-22,2016-02-28,Barbara Haas
wta,2016,593,NOTTINGHAM,ITF,"ITF/TENNIS EUROPE $10,000 - NOTTINGHAM, GREAT BRITAIN",Hard,O,,GREAT BRITAIN,32,16,10000,2016-09-19,2016-09-25,Margot Yerolymos
wta,2016,598,"ORLANDO, FL",ITF,"ITF/USTA $10,000 - ORLANDO, FLORIDA",Clay,O,,USA,32,16,10000,2016-03-14,2016-03-20,Katerina Stewart
wta,2016,602,NEW HAVEN,Premier,"Connecticut Open presented by United Technologies - New Haven, Connecticut",Hard,O,NEW HAVEN,"USA, CT",30,16,695900,2016-08-21,2016-08-27,Agnieszka Radwanska
wta,2016,609,INDIAN WELLS,Premier Mandatory,"BNP Paribas Open - Indian Wells, CA, USA",Hard,O,INDIAN WELLS,"USA, CA",96,32,6134605,2016-03-09,2016-03-20,Victoria Azarenka
wta,2016,618,MARIBOR,ITF,"ITF/TENNIS EUROPE $10,000 - MARIBOR, SLOVENIA",Clay,O,,SLOVENIA,32,16,10000,2016-06-13,2016-06-19,Marianna Zakarlyuk
wta,2016,626,CUERNAVACA,ITF,"ITF $25,000 - CUERNAVACA, MEXICO",Hard,O,,MEXICO,32,16,25000,2016-02-15,2016-02-21,Marie Bouzkova
wta,2016,638,BRISBANE,ITF,"ITF $25,000 - BRISBANE, AUSTRALIA",Hard,O,,AUSTRALIA,32,16,25000,2016-09-26,2016-10-02,Lizette Cabrera
wta,2016,639,CAIRO,ITF,"ITF $10,000 - CAIRO, EGYPT",Clay,O,,EGYPT,32,16,10000,2016-01-11,2016-01-17,Chantal Skamlova
wta,2016,644,SUNDERLAND,ITF,"ITF/TENNIS EUROPE $10,000 - SUNDERLAND, GREAT BRITAIN",Hard,I,,GREAT BRITIAN,32,16,10000,2016-02-08,2016-02-14,Kathinka Von Deichmann
wta,2016,650,OLYMPICS,,"OLYMPICS TENNIS EVENT - RIO DE JANEIRO, BRAZIL",Hard,O,RIO DE JANEIRO,BRAZIL,64,32,0,2016-08-06,2016-08-14,Monica Puig
wta,2016,656,QUEBEC CITY,International,"COUPE BANQUE NATIONALE presentee par Mazda - Quebec City, Canada",Carpet,I,QUEBEC CITY,CANADA,32,16,226750,2016-09-12,2016-09-18,Oceane Dodin
wta,2016,660,MOSCOW,ITF,"ITF/TENNIS EUROPE $25,000 - MOSCOW, RUSSIA",Hard,I,,RUSSIA,32,16,25000,2016-02-22,2016-02-28,Irina Khromacheva
wta,2016,664,SANTIAGO 2,ITF,"ITF $25,000 - SANTIAGO 2, CHILE",Clay,O,,CHILE,32,16,25000,2016-11-28,2016-12-04,Tamara Zidansek
wta,2016,672,HILTON HEAD,ITF,"ITF/USTA $10,000 - HILTON HEAD ISLAND, SOUTH CAROLINA",Clay,O,,USA,32,16,10000,2016-10-03,2016-10-09,Maria Mateas
wta,2016,674,SHENZHEN,ITF,"ITF $50,000 - SHENZHEN, CHINA",Hard,O,,CHINA,32,16,50000,2016-04-11,2016-04-17,Qiang Wang
wta,2016,675,MIDDELKERKE,ITF,"ITF/TENNIS EUROPE $25,000 - WESTENDE, BELGIUM",Hard,O,,BELGIUM,32,16,25000,2016-08-15,2016-08-21,Anna Blinkova
wta,2016,681,HORB,ITF,"ITF/TENNIS EUROPE $25,000 - HORB, GERMANY",Clay,O,,GERMANY,32,16,25000,2016-07-25,2016-07-31,Tamara Korpatsch
wta,2016,683,SOFIA,ITF,"ITF/TENNIS EUROPE $25,000 - SOFIA, BULGARIA",Clay,O,,BULGARIA,32,16,25000,2016-09-05,2016-09-11,Victoria Kamenskaya
wta,2016,684,MARSEILLE,ITF,"ITF/TENNIS EUROPE $100,000 - MARSEILLE, FRANCE",Clay,O,,FRANCE,32,16,100000,2016-05-30,2016-06-05,Danka Kovinic
wta,2016,696,POITIERS,ITF,"ITF/TENNIS EUROPE $100,000 - POITIERS, FRANCE",Hard,I,,FRANCE,32,16,100000,2016-10-24,2016-10-30,Oceane Dodin
wta,2016,698,NONTHABURI,ITF,"ITF $25,000 - NONTHABURI, THAILAND",Hard,O,,THAILAND,32,16,25000,2016-08-01,2016-08-07,Akiko Omae
wta,2016,699,VILLA MARIA,ITF,"ITF $10,000 - VILLA MARIA, ARGENTINA",Clay,O,,ARGENTINA,32,16,10000,2016-05-02,2016-05-08,Fernanda Brito
wta,2016,702,SYDNEY,Premier,"Apia International Sydney - Sydney, Australia",Hard,O,SYDNEY,AUSTRALIA,30,16,687900,2016-01-10,2016-01-15,Svetlana Kuznetsova
wta,2016,703,SAN JOSE,Premier,"Bank of the West Classic - Stanford, CA, USA",Hard,O,STANFORD,"USA, CA",28,16,687900,2016-07-18,2016-07-24,Johanna Konta
wta,2016,710,EASTBOURNE,,"Aegon International Eastbourne - Eastbourne, Great Britain",Grass,O,EASTBOURNE,GREAT BRITAIN,64,16,711778,2016-06-19,2016-06-25,Dominika Cibulkova
wta,2016,718,DUBAI,Premier,"Dubai Duty Free Tennis Championships - Dubai, UAE",Hard,O,DUBAI,UNITED ARAB EMIRATES,28,16,1734900,2016-02-15,2016-02-20,Sara Errani
wta,2016,723,PREROV,ITF,"ITF/TENNIS EUROPE $10,000 - PREROV, CZECH REPUBLIC",Clay,O,,CZECH REPUBLIC,32,16,10000,2016-06-13,2016-06-19,Lenka Jurikova
wta,2016,730,MOSCOW,Premier,"VTB Kremlin Cup - Moscow, Russia",Hard,I,MOSCOW,RUSSIA,28,16,758788,2016-10-17,2016-10-22,Svetlana Kuznetsova
wta,2016,739,NANJING 2,ITF,"ITF $10,000 - NANJING, CHINA 2",Hard,O,,CHINA,32,16,10000,2016-03-07,2016-03-13,Fangzhou Liu
wta,2016,744,VALLADOLID,ITF,"ITF/TENNIS EUROPE $10,000 - VALLADOLID, SPAIN",Hard,O,,SPAIN,32,16,10000,2016-08-01,2016-08-07,Eva Guerrero Alvarez
wta,2016,747,ILKLEY,ITF,"ITF/TENNIS EUROPE $50,000 - ILKLEY, GREAT BRITAIN",Grass,O,,GREAT BRITAIN,32,16,50000,2016-06-13,2016-06-19,Evgeniya Rodina
wta,2016,748,CASABLANCA,ITF,"ITF $10,000 - CASABLANCA, MOROCCO",Clay,O,,MOROCCO,32,16,10000,2016-10-31,2016-11-06,Georgina Garcia Perez
wta,2016,754,PRAGUE,ITF,"ITF/TENNIS EUROPE $10,000 - PRAGUE 2, CZECH REPUBLIC",Clay,O,,CZECH REPUBLIC,32,16,10000,2016-08-29,2016-09-04,Petra Krejsova
wta,2016,756,NURNBERG,ITF,"ITF/TENNIS EUROPE $10,000 - NURNBERG, GERMANY",Clay,O,,GERMANY,32,16,10000,2016-08-22,2016-08-28,Katharina Hobgarski
wta,2016,770,CALI,ITF,"ITF $10,000 - CALI, COLOMBIA",Clay,O,,COLOMBIA,32,16,10000,2016-08-22,2016-08-28,Sofya Zhuk
wta,2016,774,TIBERIAS,ITF,"ITF $10,000 - TIBERIAS, ISRAEL",Hard,O,,ISRAEL,32,16,10000,2016-09-26,2016-10-02,Melis Sezer
wta,2016,775,TAMPICO,ITF,"ITF $50,000+H - TAMPICO, MEXICO",Hard,O,,MEXICO,32,16,50000,2016-10-24,2016-10-30,Sofya Zhuk
wta,2016,795,TORUN,ITF,"ITF/TENNIS EUROPE $25,000 + H- TORUN, POLAND",Clay,O,,POLAND,32,16,25000,2016-06-27,2016-07-03,Isabella Shinikova
wta,2016,800,BRISBANE,Premier,"Brisbane International presented by Suncorp - Brisbane, Australia",Hard,O,BRISBANE,AUSTRALIA,30,16,885500,2016-01-03,2016-01-09,Victoria Azarenka
wta,2016,804,CHARLESTON,Premier,"Volvo Car Open - Charleston, SC, USA",Clay,O,CHARLESTON,"USA, SC",56,16,687900,2016-04-04,2016-04-10,Sloane Stephens
wta,2016,806,MONTREAL,Premier 5,"Rogers Cup presented by National Bank - Montreal, Canada",Hard,O,MONTREAL,CANADA,56,28,2413663,2016-07-25,2016-07-31,Simona Halep
wta,2016,808,WTA FINALS,Finals,BNP PARIBAS WTA FINALS SINGAPORE presented by SC Global,Hard,I,SINGAPORE,SGP,8,8,7000000,2016-10-23,2016-10-30,Dominika Cibulkova
wta,2016,813,RABAT,ITF,"ITF $10,000 - RABAT, MOROCCO",Clay,O,,MOROCCO,32,16,10000,2016-11-14,2016-11-20,Georgina Garcia Perez
